activity	        subject	        tBodyAccmeanX	        tBodyAccmeanY	        tBodyAccmeanZ	        tBodyAccstdX	        tBodyAccstdY	        tBodyAccstdZ	        tGravityAccmeanX	        tGravityAccmeanY	        tGravityAccmeanZ	        tGravityAccstdX	        tGravityAccstdY	        tGravityAccstdZ	        tBodyAccJerkmeanX	        tBodyAccJerkmeanY	        tBodyAccJerkmeanZ	        tBodyAccJerkstdX	        tBodyAccJerkstdY	        tBodyAccJerkstdZ	        tBodyGyromeanX	        tBodyGyromeanY	        tBodyGyromeanZ	        tBodyGyrostdX	        tBodyGyrostdY	        tBodyGyrostdZ	        tBodyGyroJerkmeanX	        tBodyGyroJerkmeanY	        tBodyGyroJerkmeanZ	        tBodyGyroJerkstdX	        tBodyGyroJerkstdY	        tBodyGyroJerkstdZ	        tBodyAccMagmean	        tBodyAccMagstd	        tGravityAccMagmean	        tGravityAccMagstd	        tBodyAccJerkMagmean	        tBodyAccJerkMagstd	        tBodyGyroMagmean	        tBodyGyroMagstd	        tBodyGyroJerkMagmean	        tBodyGyroJerkMagstd	        fBodyAccmeanX	        fBodyAccmeanY	        fBodyAccmeanZ	        fBodyAccstdX	        fBodyAccstdY	        fBodyAccstdZ	        fBodyAccmeanFreqX	        fBodyAccmeanFreqY	        fBodyAccmeanFreqZ	        fBodyAccJerkmeanX	        fBodyAccJerkmeanY	        fBodyAccJerkmeanZ	        fBodyAccJerkstdX	        fBodyAccJerkstdY	        fBodyAccJerkstdZ	        fBodyAccJerkmeanFreqX	        fBodyAccJerkmeanFreqY	        fBodyAccJerkmeanFreqZ	        fBodyGyromeanX	        fBodyGyromeanY	        fBodyGyromeanZ	        fBodyGyrostdX	        fBodyGyrostdY	        fBodyGyrostdZ	        fBodyGyromeanFreqX	        fBodyGyromeanFreqY	        fBodyGyromeanFreqZ	        fBodyAccMagmean	        fBodyAccMagstd	        fBodyAccMagmeanFreq	        fBodyBodyAccJerkMagmean	        fBodyBodyAccJerkMagstd	        fBodyBodyAccJerkMagmeanFreq	        fBodyBodyGyroMagmean	        fBodyBodyGyroMagstd	        fBodyBodyGyroMagmeanFreq	        fBodyBodyGyroJerkMagmean	        fBodyBodyGyroJerkMagstd	        fBodyBodyGyroJerkMagmeanFreq	        angletBodyAccMeangravity	        angletBodyAccJerkMeangravityMean	        angletBodyGyroMeangravityMean	        angletBodyGyroJerkMeangravityMean	        angleXgravityMean	        angleYgravityMean	        angleZgravityMean
WALKING           	         9                	        0.2703138         	        -0.02094666       	        -0.10123383       	        -0.5556565        	        -0.57588790       	        -0.5061118        	        0.6708455         	        -0.04674470       	         0.10435365       	        -0.9587847        	        -0.9499381        	        -0.9205543        	        0.08401714        	         0.0067848585     	        -0.0010299809     	        -0.5783052        	        -0.6789239        	        -0.7216101        	        -0.0701318155     	        -0.07298843       	        0.10909291        	        -0.6764524        	        -0.67049822       	        -0.5875577        	        -0.08922549       	        -0.03973444       	        -0.05340288       	        -0.7617109        	        -0.7732739        	        -0.7446560        	        -0.5051835        	        -0.5530383        	        -0.5051835        	        -0.5530383        	        -0.6216082        	        -0.6088621        	        -0.55020187       	        -0.6631984        	        -0.7629796        	        -0.7861769        	        -0.5792584        	        -0.61026780       	        -0.5921191        	        -0.5479957        	        -0.58676608       	        -0.5010740        	        -0.2913492        	        -0.087900330      	        -0.030433423      	        -0.6213771        	        -0.6997666        	        -0.7029319        	        -0.5728199        	        -0.6790659        	        -0.7391399        	        -0.2191762662     	        -0.29610774       	        -0.290292303      	        -0.6398632        	        -0.6839243        	        -0.6126805        	        -0.6906899        	        -0.66720322       	        -0.6194686        	        -0.205909255      	        -0.24088044       	        -0.1961532807     	        -0.55318645       	        -0.6244568        	        -0.003582691      	        -0.6091937        	        -0.6116193        	        0.09835983        	        -0.7008631        	        -0.6977294        	        -0.108828635      	        -0.7864740        	        -0.8012963        	         0.092776374      	         6.596057e-03     	        -0.010427915      	         0.0867843290     	        -0.023102874      	        -0.5580925        	         0.116895184      	        -0.089849262      
WALKING           	        10                	        0.2768485         	        -0.01783579       	        -0.11130153       	        -0.5378077        	        -0.49740589       	        -0.6147770        	        0.6429057         	        -0.07402485       	         0.05520472       	        -0.9658081        	        -0.9545241        	        -0.9387064        	        0.07981086        	         0.0129143257     	        -0.0113556968     	        -0.5293832        	        -0.5402366        	        -0.7507293        	        -0.0185023696     	        -0.08464037       	        0.09102650        	        -0.6739056        	        -0.59133316       	        -0.5981423        	        -0.10815083       	        -0.04242200       	        -0.05555213       	        -0.7032435        	        -0.7686418        	        -0.6868003        	        -0.5025002        	        -0.5453488        	        -0.5025002        	        -0.5453488        	        -0.5777619        	        -0.5293405        	        -0.52181980       	        -0.6244084        	        -0.7344658        	        -0.7688218        	        -0.5322895        	        -0.49465147       	        -0.6550623        	        -0.5411702        	        -0.53213517       	        -0.6258718        	        -0.1561508        	         0.094812995      	         0.150687016      	        -0.5472430        	        -0.5551046        	        -0.7216897        	        -0.5534035        	        -0.5562717        	        -0.7791682        	        -0.0313012983     	        -0.14894068       	         0.011238506      	        -0.6203792        	        -0.6483506        	        -0.5674567        	        -0.6926543        	        -0.56594368       	        -0.6459477        	        -0.066315095      	        -0.08815159       	        -0.0500743540     	        -0.51873405       	        -0.6331961        	         0.173253569      	        -0.5151408        	        -0.5530274        	        0.16307270        	        -0.6614966        	        -0.6660146        	         0.012085594      	        -0.7677801        	        -0.7871443        	         0.153580254      	         2.833301e-03     	        -0.003623733      	        -0.0192203604     	         0.052032164      	        -0.5029953        	         0.140515435      	        -0.004994490      
SITTING           	        11                	        0.2765853         	        -0.01912725       	        -0.10894176       	        -0.5894765        	        -0.49037935       	        -0.6653243        	        0.7305262         	         0.05273870       	         0.14020986       	        -0.9753945        	        -0.9571388        	        -0.9568120        	        0.08301345        	         0.0078044254     	        -0.0065742498     	        -0.6593231        	        -0.6087842        	        -0.8425118        	        -0.0547328440     	        -0.05822758       	        0.08728411        	        -0.7399221        	        -0.70350177       	        -0.7250160        	        -0.08054733       	        -0.04939141       	        -0.04801402       	        -0.7817381        	        -0.8683773        	        -0.7954909        	        -0.5428250        	        -0.6128823        	        -0.5428250        	        -0.6128823        	        -0.6798195        	        -0.6642418        	        -0.62836785       	        -0.6967714        	        -0.8268290        	        -0.8669050        	        -0.6195240        	        -0.53145527       	        -0.7500261        	        -0.5794918        	        -0.50257024       	        -0.6520957        	        -0.2243604        	         0.031855146      	         0.050278301      	        -0.6766730        	        -0.6323747        	        -0.8255596        	        -0.6721956        	        -0.6094450        	        -0.8582596        	        -0.0874254925     	        -0.24257260       	        -0.099229632      	        -0.7099493        	        -0.7768529        	        -0.7088430        	        -0.7517583        	        -0.67089271       	        -0.7559606        	        -0.111874925      	        -0.18177803       	        -0.0810951668     	        -0.61152807       	        -0.6744702        	         0.127250350      	        -0.6561335        	        -0.6769251        	        0.15836355        	        -0.7575859        	        -0.7112672        	        -0.109781793      	        -0.8648270        	        -0.8792540        	         0.117892113      	         8.839614e-05     	        -0.018897216      	         0.0506339693     	        -0.035085728      	        -0.5360030        	         0.001652395      	        -0.076906668      
WALKING           	        12                	        0.2736087         	        -0.01833720       	        -0.10664912       	        -0.5839622        	        -0.52204002       	        -0.6992935        	        0.6992225         	         0.02997678       	         0.03302955       	        -0.9673834        	        -0.9605729        	        -0.9468086        	        0.07043031        	         0.0053115378     	         0.0003081124     	        -0.5824183        	        -0.5713598        	        -0.7926219        	        -0.0628663473     	        -0.05920273       	        0.09607421        	        -0.7278817        	        -0.73506283       	        -0.6710577        	        -0.07311344       	        -0.04367882       	        -0.05745850       	        -0.7097261        	        -0.8112326        	        -0.7493519        	        -0.5595865        	        -0.5743865        	        -0.5595865        	        -0.5743865        	        -0.6300505        	        -0.5663657        	        -0.63166806       	        -0.6848581        	        -0.7772945        	        -0.7863865        	        -0.5789202        	        -0.52328708       	        -0.7266403        	        -0.5869226        	        -0.55307664       	        -0.7099832        	        -0.1837382        	         0.044459842      	         0.068910987      	        -0.5991093        	        -0.5912964        	        -0.7754266        	        -0.6029601        	        -0.5791681        	        -0.8085830        	        -0.0466198643     	        -0.20469417       	        -0.097564020      	        -0.6612468        	        -0.7447981        	        -0.6573699        	        -0.7503939        	        -0.73345673       	        -0.7082332        	        -0.084349830      	        -0.10730987       	        -0.0648493916     	        -0.55928368       	        -0.6505333        	         0.075592658      	        -0.5642392        	        -0.5716149        	        0.12632361        	        -0.7173117        	        -0.7194381        	        -0.045535717      	        -0.7899029        	        -0.7973615        	         0.070587361      	         1.670894e-02     	         0.016330804      	         0.1188815740     	        -0.064494922      	        -0.5585711        	         0.028457594      	        -0.009781787      
WALKING           	        13                	        0.2745697         	        -0.01833379       	        -0.10816728       	        -0.6850158        	        -0.57051638       	        -0.5661269        	        0.7406735         	        -0.10665774       	         0.01491050       	        -0.9665998        	        -0.9541395        	        -0.9310280        	        0.08149344        	         0.0014736621     	        -0.0192572187     	        -0.7049403        	        -0.6710711        	        -0.7252781        	        -0.0505002186     	        -0.06958010       	        0.11224704        	        -0.7739037        	        -0.64184924       	        -0.6835038        	        -0.08946161       	        -0.04382667       	        -0.05843672       	        -0.7895376        	        -0.6774632        	        -0.7991754        	        -0.6046924        	        -0.6498795        	        -0.6046924        	        -0.6498795        	        -0.6853427        	        -0.6739075        	        -0.62285696       	        -0.6667351        	        -0.7265313        	        -0.6962331        	        -0.6957452        	        -0.60075740       	        -0.6207305        	        -0.6816754        	        -0.58368124       	        -0.5724911        	        -0.2270212        	        -0.075850361      	         0.008584531      	        -0.7229326        	        -0.6935169        	        -0.7119999        	        -0.7128924        	        -0.6689398        	        -0.7371496        	        -0.0170542409     	        -0.20905251       	        -0.146155236      	        -0.7368286        	        -0.6259750        	        -0.6886830        	        -0.7872601        	        -0.65613259       	        -0.7118160        	        -0.143599727      	        -0.04626254       	        -0.0899108322     	        -0.64736009       	        -0.7067582        	         0.051698933      	        -0.6686853        	        -0.6824966        	        0.19976362        	        -0.6674639        	        -0.7284562        	         0.071257459      	        -0.6923026        	        -0.7236771        	         0.177820450      	         1.675236e-03     	         0.011732055      	         0.1003351434     	        -0.030524353      	        -0.5181185        	         0.153362188      	        -0.011974292      
WALKING_UPSTAIRS  	        13                	        0.2780114         	        -0.01656044       	        -0.11067949       	        -0.5288569        	        -0.25467517       	        -0.6208959        	        0.6610595         	         0.06092179       	         0.09118598       	        -0.9683342        	        -0.9525854        	        -0.9510111        	        0.07616247        	         0.0077176945     	        -0.0013276884     	        -0.5335228        	        -0.4079905        	        -0.7335177        	        -0.0654146453     	        -0.04902913       	        0.07752020        	        -0.6213196        	        -0.65191714       	        -0.5792622        	        -0.08597524       	        -0.04449362       	        -0.05800890       	        -0.5981008        	        -0.7852316        	        -0.5747938        	        -0.4364671        	        -0.5132440        	        -0.4364671        	        -0.5132440        	        -0.5299508        	        -0.5086973        	        -0.51478720       	        -0.5879173        	        -0.6907526        	        -0.7372977        	        -0.5480053        	        -0.32231377       	        -0.6441025        	        -0.5231755        	        -0.26940626       	        -0.6413837        	        -0.2141371        	         0.030604268      	         0.112761271      	        -0.5598208        	        -0.4594876        	        -0.7089681        	        -0.5486497        	        -0.3917425        	        -0.7570653        	        -0.0355892794     	        -0.28503079       	        -0.079847557      	        -0.5339169        	        -0.6809364        	        -0.5116572        	        -0.6507450        	        -0.64183534       	        -0.6442321        	        -0.063266059      	        -0.13541022       	         0.1303222729     	        -0.49831042       	        -0.5992808        	         0.137987059      	        -0.5093636        	        -0.5127132        	        0.15589795        	        -0.6279161        	        -0.6336234        	         0.048761213      	        -0.7435632        	        -0.7483486        	         0.124869842      	        -1.470800e-02     	         0.013005272      	         0.0837712543     	        -0.023125861      	        -0.4713445        	        -0.006712482      	        -0.044023122      
SITTING           	        14                	        0.2701846         	        -0.01625482       	        -0.10098594       	        -0.6116711        	        -0.37473077       	        -0.2935427        	        0.6720812         	        -0.11170139       	        -0.16117973       	        -0.9412457        	        -0.9423773        	        -0.9159278        	        0.07417575        	         0.0044368272     	        -0.0025304469     	        -0.6419642        	        -0.5864596        	        -0.6568556        	         0.0002536714     	        -0.09549212       	        0.06067124        	        -0.7286614        	        -0.39895936       	        -0.3644782        	        -0.10755613       	        -0.04332005       	        -0.04506938       	        -0.7862917        	        -0.6979155        	        -0.6382991        	        -0.4532626        	        -0.4740586        	        -0.4532626        	        -0.4740586        	        -0.6089734        	        -0.6051443        	        -0.41645978       	        -0.4714867        	        -0.7005209        	        -0.7270230        	        -0.6195133        	        -0.45523762       	        -0.4406507        	        -0.6094064        	        -0.37682999       	        -0.2750137        	        -0.3191711        	        -0.153083508      	        -0.107844299      	        -0.6543850        	        -0.5986995        	        -0.6187122        	        -0.6614604        	        -0.6021589        	        -0.6944250        	        -0.1486573368     	        -0.30535538       	        -0.239200680      	        -0.6991664        	        -0.5046332        	        -0.4239182        	        -0.7400522        	        -0.34886419       	        -0.4076721        	        -0.241341061      	        -0.34543476       	        -0.2128184749     	        -0.49087418       	        -0.5482699        	        -0.060068127      	        -0.5968963        	        -0.6192151        	        0.13723955        	        -0.5430305        	        -0.5169305        	        -0.138544755      	        -0.7175901        	        -0.7605601        	         0.090757952      	         3.223004e-02     	         0.022401679      	        -0.0525746015     	         0.027835193      	        -0.4188683        	         0.157115290      	         0.121501629      
SITTING           	        15                	        0.2782134         	        -0.01646448       	        -0.11256359       	        -0.5565412        	        -0.48167954       	        -0.7057066        	        0.6888725         	         0.10266049       	         0.03728977       	        -0.9687334        	        -0.9563695        	        -0.9472401        	        0.07768974        	         0.0048939205     	        -0.0044099319     	        -0.6240558        	        -0.5943127        	        -0.8258209        	        -0.0281278781     	        -0.07587885       	        0.09066585        	        -0.6968595        	        -0.70877907       	        -0.7218270        	        -0.09609101       	        -0.04412707       	        -0.05556455       	        -0.7313827        	        -0.8539566        	        -0.7956262        	        -0.5272854        	        -0.5571479        	        -0.5272854        	        -0.5571479        	        -0.6547997        	        -0.6256604        	        -0.61772178       	        -0.6753370        	        -0.8052827        	        -0.8371201        	        -0.5837723        	        -0.50773521       	        -0.7417457        	        -0.5471509        	        -0.50156844       	        -0.7114313        	        -0.2186371        	         0.050508538      	         0.042451960      	        -0.6434695        	        -0.6094081        	        -0.8055435        	        -0.6376552        	        -0.6058549        	        -0.8451111        	        -0.0490273567     	        -0.19740873       	        -0.073783447      	        -0.6643544        	        -0.7607114        	        -0.7111945        	        -0.7093362        	        -0.68450474       	        -0.7516965        	        -0.143256674      	        -0.22213747       	        -0.0579760577     	        -0.56294839       	        -0.6236556        	         0.061427919      	        -0.6148176        	        -0.6431012        	        0.15840422        	        -0.7323945        	        -0.6953468        	        -0.149680865      	        -0.8368019        	        -0.8496345        	         0.095556423      	         1.341884e-02     	        -0.012387246      	         0.0007278116     	         0.006675192      	        -0.5225720        	        -0.028346581      	        -0.003969043      
SITTING           	        16                	        0.2778874         	        -0.01585679       	        -0.10726392       	        -0.6681615        	        -0.64994707       	        -0.6038199        	        0.7009061         	        -0.06052360       	         0.04020755       	        -0.9711564        	        -0.9647275        	        -0.9452940        	        0.07754889        	         0.0088401833     	        -0.0014373001     	        -0.7278617        	        -0.7350802        	        -0.7678730        	        -0.0122341447     	        -0.07244448       	        0.07301447        	        -0.7995345        	        -0.81012413       	        -0.7376300        	        -0.10736161       	        -0.04166157       	        -0.05394704       	        -0.8582987        	        -0.8695731        	        -0.8370399        	        -0.6161311        	        -0.6617197        	        -0.6161311        	        -0.6617197        	        -0.7252469        	        -0.7196470        	        -0.71816878       	        -0.7848229        	        -0.8604464        	        -0.8748002        	        -0.7008851        	        -0.67157215       	        -0.6609899        	        -0.6569690        	        -0.66184453       	        -0.6056467        	        -0.2385705        	        -0.027643472      	         0.027823464      	        -0.7446620        	        -0.7486270        	        -0.7523022        	        -0.7347767        	        -0.7384344        	        -0.7820895        	        -0.0318889109     	        -0.19451197       	        -0.170592442      	        -0.7897801        	        -0.8159621        	        -0.7562866        	        -0.8049918        	        -0.80942145       	        -0.7569936        	        -0.137899091      	        -0.15801841       	        -0.0538946294     	        -0.66696251       	        -0.7126810        	         0.055866821      	        -0.7131676        	        -0.7298694        	        0.22168363        	        -0.8171288        	        -0.8020782        	        -0.050122134      	        -0.8727723        	        -0.8865332        	         0.153211240      	        -5.827544e-04     	         0.020561871      	        -0.0263301019     	         0.035106663      	        -0.5149650        	         0.125280843      	        -0.034452119      
SITTING           	        17                	        0.2736376         	        -0.01706347       	        -0.11002037       	        -0.7266043        	        -0.69873479       	        -0.7107650        	        0.7306435         	        -0.01025395       	        -0.04715626       	        -0.9741880        	        -0.9606802        	        -0.9514245        	        0.08269047        	         0.0101653131     	        -0.0031938547     	        -0.7722422        	        -0.7578041        	        -0.8471387        	        -0.0195846189     	        -0.07888306       	        0.07959357        	        -0.8414583        	        -0.80971843       	        -0.8037628        	        -0.10349135       	        -0.04043913       	        -0.05271081       	        -0.8639128        	        -0.8393395        	        -0.8712644        	        -0.6864768        	        -0.7348662        	        -0.6864768        	        -0.7348662        	        -0.7757606        	        -0.7736782        	        -0.76467575       	        -0.8280391        	        -0.8497862        	        -0.8538862        	        -0.7531374        	        -0.71776713       	        -0.7681887        	        -0.7172464        	        -0.70778700       	        -0.7035350        	        -0.1607186        	         0.020882123      	         0.037035639      	        -0.7953817        	        -0.7815663        	        -0.8415470        	        -0.7690887        	        -0.7488492        	        -0.8513997        	         0.0126512380     	        -0.10190070       	        -0.115113846      	        -0.8240271        	        -0.8114625        	        -0.8111197        	        -0.8480301        	        -0.81033747       	        -0.8197700        	        -0.059020031      	        -0.06673264       	         0.0023508074     	        -0.74066705       	        -0.7732377        	         0.062721988      	        -0.7745714        	        -0.7742958        	        0.28117121        	        -0.8313504        	        -0.8578340        	         0.037416197      	        -0.8582273        	        -0.8597866        	         0.281467707      	         1.701830e-02     	        -0.010560855      	        -0.0041418717     	         0.022359948      	        -0.5331025        	         0.084246856      	         0.040532760      
STANDING          	        17                	        0.2750380         	        -0.01877174       	        -0.10708881       	        -0.3044796        	        -0.22808969       	        -0.5314730        	        0.6173634         	        -0.02269002       	         0.05807036       	        -0.9655548        	        -0.9539986        	        -0.9429024        	        0.07810150        	         0.0041779303     	         0.0178740909     	        -0.4519782        	        -0.4394295        	        -0.7263806        	        -0.0020206535     	        -0.09255933       	        0.07041677        	        -0.5468897        	        -0.64947268       	        -0.5071414        	        -0.11907891       	        -0.03591171       	        -0.04606122       	        -0.5940765        	        -0.7916395        	        -0.6461302        	        -0.2644931        	        -0.3819017        	        -0.2644931        	        -0.3819017        	        -0.4924528        	        -0.4888111        	        -0.44851507       	        -0.5497387        	        -0.7092032        	        -0.7515957        	        -0.3910077        	        -0.30322851       	        -0.5922586        	        -0.2751597        	        -0.24025928       	        -0.5359268        	        -0.3950016        	        -0.034790181      	        -0.068288395      	        -0.5142008        	        -0.4714051        	        -0.7021421        	        -0.4384468        	        -0.4426918        	        -0.7492245        	        -0.3180386132     	        -0.31531948       	        -0.284004309      	        -0.4834782        	        -0.6802786        	        -0.5100676        	        -0.5694475        	        -0.63526154       	        -0.5529932        	        -0.137917541      	        -0.20980838       	        -0.1213302958     	        -0.40311496       	        -0.4670446        	        -0.034421249      	        -0.4994794        	        -0.4823967        	        0.04973464        	        -0.6103651        	        -0.5877237        	        -0.078817589      	        -0.7542482        	        -0.7665877        	         0.107560299      	         4.639999e-03     	         0.017269865      	         0.0648545546     	        -0.017705715      	        -0.3980605        	         0.076784008      	        -0.028100454      
WALKING_UPSTAIRS  	        18                	        0.2763242         	        -0.01728315       	        -0.10811225       	        -0.6946169        	        -0.62711751       	        -0.7015960        	        0.7168632         	        -0.01578200       	         0.08999017       	        -0.9801387        	        -0.9695420        	        -0.9594342        	        0.07748092        	         0.0128850449     	         0.0008485451     	        -0.7346445        	        -0.7329692        	        -0.8472578        	        -0.0373993799     	        -0.06782001       	        0.09084029        	        -0.8045337        	        -0.77736171       	        -0.7456125        	        -0.09440296       	        -0.04416919       	        -0.05684826       	        -0.8428935        	        -0.8840505        	        -0.8386147        	        -0.6583710        	        -0.6896719        	        -0.6583710        	        -0.6896719        	        -0.7539047        	        -0.7452128        	        -0.71473567       	        -0.7757791        	        -0.8598999        	        -0.8885653        	        -0.7142278        	        -0.66365967       	        -0.7612292        	        -0.6878505        	        -0.63283824       	        -0.6948741        	        -0.2102881        	         0.014201794      	         0.002379457      	        -0.7500201        	        -0.7441134        	        -0.8330321        	        -0.7425179        	        -0.7391978        	        -0.8601690        	        -0.0691387922     	        -0.21180016       	        -0.123235904      	        -0.7877576        	        -0.8163859        	        -0.7559268        	        -0.8121752        	        -0.75966555       	        -0.7663817        	        -0.113596306      	        -0.24547725       	        -0.0890927881     	        -0.69773286       	        -0.7339041        	         0.091107172      	        -0.7423238        	        -0.7501900        	        0.22459655        	        -0.8162866        	        -0.7897777        	        -0.057369668      	        -0.8846630        	        -0.9022068        	         0.193231487      	         9.953356e-03     	         0.016954831      	         0.0171416802     	        -0.041462609      	        -0.5212653        	         0.076007636      	        -0.052170422      
STANDING          	        19                	        0.2697235         	        -0.01820315       	        -0.11827718       	        -0.5746589        	        -0.50703508       	        -0.6491847        	        0.4753230         	         0.09640526       	         0.23301140       	        -0.9582904        	        -0.9592538        	        -0.9418003        	        0.07741711        	         0.0115812422     	        -0.0018619885     	        -0.5710883        	        -0.5713112        	        -0.7053430        	        -0.0385723953     	        -0.06814206       	        0.08836096        	        -0.6377899        	        -0.64386630       	        -0.6456822        	        -0.08959394       	        -0.03832087       	        -0.05696494       	        -0.6188362        	        -0.7259914        	        -0.6866846        	        -0.5315074        	        -0.5995528        	        -0.5315074        	        -0.5995528        	        -0.5762252        	        -0.6019186        	        -0.54891967       	        -0.6100934        	        -0.6834365        	        -0.7255987        	        -0.5870504        	        -0.52188808       	        -0.6470263        	        -0.5708980        	        -0.53090159       	        -0.6802914        	        -0.2124333        	         0.070387363      	         0.160383894      	        -0.5931572        	        -0.5966949        	        -0.6809245        	        -0.5869101        	        -0.5725967        	        -0.7285219        	         0.0026388296     	        -0.16078760       	         0.002255799      	        -0.5530896        	        -0.6413373        	        -0.6026253        	        -0.6660713        	        -0.65010540       	        -0.6947291        	        -0.032184261      	        -0.19629761       	        -0.0415013769     	        -0.55640444       	        -0.6898609        	         0.115775171      	        -0.5760646        	        -0.6410890        	        0.23207478        	        -0.6362880        	        -0.6623260        	        -0.019933625      	        -0.7195190        	        -0.7542237        	         0.128629739      	         2.538244e-03     	         0.003712235      	         0.0315544716     	         0.001033974      	        -0.2976678        	         0.001516123      	        -0.156363050      
WALKING_UPSTAIRS  	        20                	        0.2684258         	        -0.01759130       	        -0.10802915       	        -0.6048467        	        -0.36933671       	        -0.6347873        	        0.6280406         	        -0.03730595       	         0.10723076       	        -0.9582019        	        -0.9525068        	        -0.9409815        	        0.07981813        	         0.0022092871     	        -0.0045061190     	        -0.6270988        	        -0.5271746        	        -0.7473626        	        -0.0242488812     	        -0.07894484       	        0.08562806        	        -0.6845863        	        -0.57367738       	        -0.5272780        	        -0.09498218       	        -0.04143561       	        -0.05430013       	        -0.6983541        	        -0.6842807        	        -0.6367159        	        -0.5172574        	        -0.5723258        	        -0.5172574        	        -0.5723258        	        -0.6196988        	        -0.5886443        	        -0.51686124       	        -0.5800236        	        -0.6840485        	        -0.6835037        	        -0.6126411        	        -0.42639872       	        -0.6650069        	        -0.6031489        	        -0.38153403       	        -0.6475156        	        -0.2281779        	        -0.011441145      	         0.077961545      	        -0.6522642        	        -0.5577913        	        -0.7328356        	        -0.6347101        	        -0.5259076        	        -0.7605091        	        -0.0946565249     	        -0.29585138       	        -0.173772101      	        -0.6264454        	        -0.5910397        	        -0.5184445        	        -0.7044818        	        -0.56758861       	        -0.5750022        	        -0.152974669      	        -0.19728108       	        -0.1383169735     	        -0.56027889       	        -0.6483062        	         0.060492621      	        -0.5845714        	        -0.5973510        	        0.08722347        	        -0.6069709        	        -0.6358163        	        -0.067671291      	        -0.6926381        	        -0.6946800        	         0.050429144      	         1.926328e-03     	         0.011064059      	        -0.0061106071     	        -0.017419700      	        -0.4291016        	         0.083665443      	        -0.057008113      
STANDING          	        21                	        0.2774665         	        -0.01766646       	        -0.10877848       	        -0.6723239        	        -0.56558519       	        -0.6696218        	        0.6457760         	        -0.07509631       	         0.03218518       	        -0.9655866        	        -0.9693308        	        -0.9530940        	        0.08222079        	         0.0035010755     	        -0.0106590727     	        -0.6997633        	        -0.6651591        	        -0.7818239        	        -0.0276346639     	        -0.07847197       	        0.08612127        	        -0.7961723        	        -0.76505776       	        -0.7016420        	        -0.10055832       	        -0.04082361       	        -0.05338610       	        -0.7924832        	        -0.8158593        	        -0.8120173        	        -0.6203093        	        -0.6601960        	        -0.6203093        	        -0.6601960        	        -0.7034613        	        -0.6800692        	        -0.69377922       	        -0.7613031        	        -0.8078174        	        -0.8240899        	        -0.6934861        	        -0.59377821       	        -0.7077138        	        -0.6653497        	        -0.57874859       	        -0.6755882        	        -0.2309762        	         0.041276140      	         0.049552045      	        -0.7164141        	        -0.6786151        	        -0.7673520        	        -0.7098007        	        -0.6741024        	        -0.7949228        	         0.0168697571     	        -0.16181449       	        -0.112817223      	        -0.7520408        	        -0.7593257        	        -0.7094714        	        -0.8110267        	        -0.77138832       	        -0.7283193        	        -0.089010658      	        -0.18645797       	        -0.0228851873     	        -0.65866472       	        -0.7143457        	         0.084651261      	        -0.6797426        	        -0.6837251        	        0.24432186        	        -0.7764731        	        -0.7931585        	        -0.005719226      	        -0.8262750        	        -0.8349499        	         0.205643656      	         1.207490e-02     	        -0.014650211      	         0.0140122661     	         0.022088894      	        -0.4139162        	         0.128426548      	        -0.019176133      
STANDING          	        22                	        0.2747677         	        -0.01682736       	        -0.10867038       	        -0.5460900        	        -0.49118843       	        -0.6550897        	        0.6093909         	         0.03150987       	         0.23588786       	        -0.9585045        	        -0.9573231        	        -0.9390810        	        0.07910311        	         0.0152572467     	        -0.0072287330     	        -0.5849638        	        -0.5604701        	        -0.7604684        	        -0.0080063064     	        -0.09496611       	        0.08124066        	        -0.6959192        	        -0.78405228       	        -0.6544580        	        -0.10925756       	        -0.03846162       	        -0.05821443       	        -0.7088987        	        -0.8599244        	        -0.7422728        	        -0.5040992        	        -0.5959539        	        -0.5040992        	        -0.5959539        	        -0.6097728        	        -0.5898231        	        -0.63766611       	        -0.6763786        	        -0.7946813        	        -0.8264934        	        -0.5949297        	        -0.50817278       	        -0.6873210        	        -0.5289588        	        -0.51558097       	        -0.6655170        	        -0.1810320        	         0.037199233      	         0.080629567      	        -0.6042532        	        -0.5743181        	        -0.7397018        	        -0.6024580        	        -0.5763918        	        -0.7802527        	         0.0665521438     	        -0.17842508       	        -0.046769179      	        -0.6395757        	        -0.7913997        	        -0.6433633        	        -0.7149779        	        -0.78204608       	        -0.6906794        	        -0.164138008      	        -0.20074131       	        -0.0516302488     	        -0.57433316       	        -0.6738962        	         0.103277150      	        -0.5854425        	        -0.5992869        	        0.16193636        	        -0.7281668        	        -0.6996001        	        -0.131615440      	        -0.8301920        	        -0.8355972        	         0.119560564      	         5.919758e-03     	         0.004057978      	        -0.0088954413     	         0.022200796      	        -0.4280605        	         0.051120679      	        -0.163514653      
